"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Côte d'Ivoire","Natural gas (including LNG) - final consumption","2001","Terajoules","21310.00024",""
"Côte d'Ivoire","Natural gas (including LNG) - final consumption","2000","Terajoules","22921.001736",""
"Côte d'Ivoire","Natural gas (including LNG) - final consumption","1999","Terajoules","24336.999686",""
"Côte d'Ivoire","Natural gas (including LNG) - final consumption","1998","Terajoules","0",""
"Côte d'Ivoire","Natural gas (including LNG) - final consumption","1997","Terajoules","17640",""
"Côte d'Ivoire","Natural gas (including LNG) - final consumption","1996","Terajoules","7455",""
"Côte d'Ivoire","Natural gas (including LNG) - final consumption","1995","Terajoules","0",""
"Croatia","Natural gas (including LNG) - final consumption","2016","Terajoules","65574",""
"Croatia","Natural gas (including LNG) - final consumption","2015","Terajoules","64514",""
"Croatia","Natural gas (including LNG) - final consumption","2014","Terajoules","62895",""
"Croatia","Natural gas (including LNG) - final consumption","2013","Terajoules","64624",""
"Croatia","Natural gas (including LNG) - final consumption","2012","Terajoules","67376",""
"Croatia","Natural gas (including LNG) - final consumption","2011","Terajoules","74343",""
"Croatia","Natural gas (including LNG) - final consumption","2010","Terajoules","78740",""
"Croatia","Natural gas (including LNG) - final consumption","2009","Terajoules","72745",""
"Croatia","Natural gas (including LNG) - final consumption","2008","Terajoules","77560",""
"Croatia","Natural gas (including LNG) - final consumption","2007","Terajoules","74890",""
"Croatia","Natural gas (including LNG) - final consumption","2006","Terajoules","73077",""
"Croatia","Natural gas (including LNG) - final consumption","2005","Terajoules","75182",""
"Croatia","Natural gas (including LNG) - final consumption","2004","Terajoules","72820",""
"Croatia","Natural gas (including LNG) - final consumption","2003","Terajoules","70129",""
"Croatia","Natural gas (including LNG) - final consumption","2002","Terajoules","64304",""
"Croatia","Natural gas (including LNG) - final consumption","2001","Terajoules","68320",""
"Croatia","Natural gas (including LNG) - final consumption","2000","Terajoules","67328",""
"Croatia","Natural gas (including LNG) - final consumption","1999","Terajoules","71183",""
"Croatia","Natural gas (including LNG) - final consumption","1998","Terajoules","67165",""
"Croatia","Natural gas (including LNG) - final consumption","1997","Terajoules","70596",""
"Croatia","Natural gas (including LNG) - final consumption","1996","Terajoules","66192",""
"Croatia","Natural gas (including LNG) - final consumption","1995","Terajoules","62822",""
"Croatia","Natural gas (including LNG) - final consumption","1994","Terajoules","60397",""
"Croatia","Natural gas (including LNG) - final consumption","1993","Terajoules","59063",""
"Croatia","Natural gas (including LNG) - final consumption","1992","Terajoules","58938",""
"Cuba","Natural gas (including LNG) - final consumption","2016","Terajoules","21133.7736","1"
"Cuba","Natural gas (including LNG) - final consumption","2015","Terajoules","22183.4385","1"
"Cuba","Natural gas (including LNG) - final consumption","2014","Terajoules","20232.3885","1"
"Cuba","Natural gas (including LNG) - final consumption","2013","Terajoules","21598.021","1"
"Cuba","Natural gas (including LNG) - final consumption","2012","Terajoules","21335.00149","1"
"Cuba","Natural gas (including LNG) - final consumption","2011","Terajoules","20721.00149","1"
"Cuba","Natural gas (including LNG) - final consumption","2010","Terajoules","27216","1"
"Cuba","Natural gas (including LNG) - final consumption","2009","Terajoules","29294","1"
"Cuba","Natural gas (including LNG) - final consumption","2008","Terajoules","29485.021","1"
"Cuba","Natural gas (including LNG) - final consumption","2007","Terajoules","30893.021","1"
"Cuba","Natural gas (including LNG) - final consumption","2006","Terajoules","27519","1"
"Cuba","Natural gas (including LNG) - final consumption","2005","Terajoules","27431.06",""
"Cuba","Natural gas (including LNG) - final consumption","2004","Terajoules","27477.06",""
"Cuba","Natural gas (including LNG) - final consumption","2003","Terajoules","25675",""
"Cuba","Natural gas (including LNG) - final consumption","2002","Terajoules","22827",""
"Cuba","Natural gas (including LNG) - final consumption","2001","Terajoules","23178",""
"Cuba","Natural gas (including LNG) - final consumption","2000","Terajoules","22397",""
"Cuba","Natural gas (including LNG) - final consumption","1999","Terajoules","17949",""
"Cuba","Natural gas (including LNG) - final consumption","1998","Terajoules","4678",""
"Cuba","Natural gas (including LNG) - final consumption","1997","Terajoules","1354",""
"Cuba","Natural gas (including LNG) - final consumption","1996","Terajoules","702",""
"Cuba","Natural gas (including LNG) - final consumption","1995","Terajoules","624",""
"Cuba","Natural gas (including LNG) - final consumption","1994","Terajoules","741",""
"Cuba","Natural gas (including LNG) - final consumption","1993","Terajoules","858",""
"Cuba","Natural gas (including LNG) - final consumption","1992","Terajoules","780",""
"Cuba","Natural gas (including LNG) - final consumption","1991","Terajoules","1093",""
"Cuba","Natural gas (including LNG) - final consumption","1990","Terajoules","1054",""
"Czechia","Natural gas (including LNG) - final consumption","2016","Terajoules","250475",""
"Czechia","Natural gas (including LNG) - final consumption","2015","Terajoules","238187",""
"Czechia","Natural gas (including LNG) - final consumption","2014","Terajoules","228007",""
"Czechia","Natural gas (including LNG) - final consumption","2013","Terajoules","253978",""
"Czechia","Natural gas (including LNG) - final consumption","2012","Terajoules","255109",""
"Czechia","Natural gas (including LNG) - final consumption","2011","Terajoules","260668",""
"Czechia","Natural gas (including LNG) - final consumption","2010","Terajoules","287448",""
"Czechia","Natural gas (including LNG) - final consumption","2009","Terajoules","255769",""
"Czechia","Natural gas (including LNG) - final consumption","2008","Terajoules","276434",""
"Czechia","Natural gas (including LNG) - final consumption","2007","Terajoules","273380",""
"Czechia","Natural gas (including LNG) - final consumption","2006","Terajoules","285981",""
"Czechia","Natural gas (including LNG) - final consumption","2005","Terajoules","287698",""
"Czechia","Natural gas (including LNG) - final consumption","2004","Terajoules","288912",""
"Czechia","Natural gas (including LNG) - final consumption","2003","Terajoules","293964",""
"Czechia","Natural gas (including LNG) - final consumption","2002","Terajoules","288028",""
"Czechia","Natural gas (including LNG) - final consumption","2001","Terajoules","300052",""
"Czechia","Natural gas (including LNG) - final consumption","2000","Terajoules","275184",""
"Czechia","Natural gas (including LNG) - final consumption","1999","Terajoules","284941",""
"Czechia","Natural gas (including LNG) - final consumption","1998","Terajoules","287922",""
"Czechia","Natural gas (including LNG) - final consumption","1997","Terajoules","283990",""
"Czechia","Natural gas (including LNG) - final consumption","1996","Terajoules","268903",""
"Czechia","Natural gas (including LNG) - final consumption","1995","Terajoules","239440",""
"Czechia","Natural gas (including LNG) - final consumption","1994","Terajoules","212846",""
"Czechia","Natural gas (including LNG) - final consumption","1993","Terajoules","212787",""
"Czechia","Natural gas (including LNG) - final consumption","1992","Terajoules","208228",""
"Czechoslovakia (former)","Natural gas (including LNG) - final consumption","1991","Terajoules","337168",""
"Czechoslovakia (former)","Natural gas (including LNG) - final consumption","1990","Terajoules","379530",""
"Denmark","Natural gas (including LNG) - final consumption","2016","Terajoules","68915",""
"Denmark","Natural gas (including LNG) - final consumption","2015","Terajoules","66870",""
"Denmark","Natural gas (including LNG) - final consumption","2014","Terajoules","66506",""
"Denmark","Natural gas (including LNG) - final consumption","2013","Terajoules","72821",""
"Denmark","Natural gas (including LNG) - final consumption","2012","Terajoules","72932",""
"Denmark","Natural gas (including LNG) - final consumption","2011","Terajoules","73420",""
"Denmark","Natural gas (including LNG) - final consumption","2010","Terajoules","80665",""
"Denmark","Natural gas (including LNG) - final consumption","2009","Terajoules","73106",""
"Denmark","Natural gas (including LNG) - final consumption","2008","Terajoules","75677",""
"Denmark","Natural gas (including LNG) - final consumption","2007","Terajoules","75738",""
"Denmark","Natural gas (including LNG) - final consumption","2006","Terajoules","78986",""
"Denmark","Natural gas (including LNG) - final consumption","2005","Terajoules","78834",""
"Denmark","Natural gas (including LNG) - final consumption","2004","Terajoules","78544",""
"Denmark","Natural gas (including LNG) - final consumption","2003","Terajoules","80393",""
"Denmark","Natural gas (including LNG) - final consumption","2002","Terajoules","76639",""
"Denmark","Natural gas (including LNG) - final consumption","2001","Terajoules","81888",""
"Denmark","Natural gas (including LNG) - final consumption","2000","Terajoules","76841",""
"Denmark","Natural gas (including LNG) - final consumption","1999","Terajoules","81308",""
"Denmark","Natural gas (including LNG) - final consumption","1998","Terajoules","80239",""
"Denmark","Natural gas (including LNG) - final consumption","1997","Terajoules","80542",""
"Denmark","Natural gas (including LNG) - final consumption","1996","Terajoules","83094",""
"Denmark","Natural gas (including LNG) - final consumption","1995","Terajoules","77264",""
"Denmark","Natural gas (including LNG) - final consumption","1994","Terajoules","70198",""
"Denmark","Natural gas (including LNG) - final consumption","1993","Terajoules","68643",""
"Denmark","Natural gas (including LNG) - final consumption","1992","Terajoules","60548",""
"Denmark","Natural gas (including LNG) - final consumption","1991","Terajoules","58574",""
"Denmark","Natural gas (including LNG) - final consumption","1990","Terajoules","52189",""
"Dominican Republic","Natural gas (including LNG) - final consumption","2017","Terajoules","4332.9",""
"Dominican Republic","Natural gas (including LNG) - final consumption","2016","Terajoules","4602.5",""
"Dominican Republic","Natural gas (including LNG) - final consumption","2015","Terajoules","4730.8",""
"Dominican Republic","Natural gas (including LNG) - final consumption","2014","Terajoules","4995.6",""
"Dominican Republic","Natural gas (including LNG) - final consumption","2013","Terajoules","4922.3",""
"Dominican Republic","Natural gas (including LNG) - final consumption","2012","Terajoules","5443.4",""
"Dominican Republic","Natural gas (including LNG) - final consumption","2011","Terajoules","3917",""
"Dominican Republic","Natural gas (including LNG) - final consumption","2010","Terajoules","1168.37",""
"Dominican Republic","Natural gas (including LNG) - final consumption","2009","Terajoules","0",""
"Dominican Republic","Natural gas (including LNG) - final consumption","2008","Terajoules","0",""
"Ecuador","Natural gas (including LNG) - final consumption","2016","Terajoules","1868.97",""
"Ecuador","Natural gas (including LNG) - final consumption","2015","Terajoules","587.27",""
"Ecuador","Natural gas (including LNG) - final consumption","2014","Terajoules","1565.54",""
"Ecuador","Natural gas (including LNG) - final consumption","2013","Terajoules","1366.03",""
"Ecuador","Natural gas (including LNG) - final consumption","2012","Terajoules","873",""
"Ecuador","Natural gas (including LNG) - final consumption","2011","Terajoules","26.06",""
"Egypt","Natural gas (including LNG) - final consumption","2016","Terajoules","715774",""
"Egypt","Natural gas (including LNG) - final consumption","2015","Terajoules","660954",""
"Egypt","Natural gas (including LNG) - final consumption","2014","Terajoules","420788",""
"Egypt","Natural gas (including LNG) - final consumption","2013","Terajoules","949022",""
"Egypt","Natural gas (including LNG) - final consumption","2012","Terajoules","745465",""
"Egypt","Natural gas (including LNG) - final consumption","2011","Terajoules","748617",""
"Egypt","Natural gas (including LNG) - final consumption","2010","Terajoules","509594",""
"Egypt","Natural gas (including LNG) - final consumption","2009","Terajoules","514444",""
"Egypt","Natural gas (including LNG) - final consumption","2008","Terajoules","596657",""
"Egypt","Natural gas (including LNG) - final consumption","2007","Terajoules","621262",""
"Egypt","Natural gas (including LNG) - final consumption","2006","Terajoules","503310",""
"Egypt","Natural gas (including LNG) - final consumption","2005","Terajoules","422572",""
"Egypt","Natural gas (including LNG) - final consumption","2004","Terajoules","346092.9979",""
"Egypt","Natural gas (including LNG) - final consumption","2003","Terajoules","316311.9989",""
"Egypt","Natural gas (including LNG) - final consumption","2002","Terajoules","280098.0019",""
"Egypt","Natural gas (including LNG) - final consumption","2001","Terajoules","246722",""
"Egypt","Natural gas (including LNG) - final consumption","2000","Terajoules","233511",""
"Egypt","Natural gas (including LNG) - final consumption","1999","Terajoules","194788",""
"Egypt","Natural gas (including LNG) - final consumption","1998","Terajoules","171456",""
"Egypt","Natural gas (including LNG) - final consumption","1997","Terajoules","154128",""
"Egypt","Natural gas (including LNG) - final consumption","1996","Terajoules","146452",""
"Egypt","Natural gas (including LNG) - final consumption","1995","Terajoules","112948",""
"Egypt","Natural gas (including LNG) - final consumption","1994","Terajoules","109700","1"
"Egypt","Natural gas (including LNG) - final consumption","1993","Terajoules","109100","1"
"Egypt","Natural gas (including LNG) - final consumption","1992","Terajoules","108410","1"
"Egypt","Natural gas (including LNG) - final consumption","1991","Terajoules","105600","1"
"Egypt","Natural gas (including LNG) - final consumption","1990","Terajoules","95371","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2016","Terajoules","20000","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2015","Terajoules","30000","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2014","Terajoules","40000","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2013","Terajoules","51000","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2012","Terajoules","60000","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2011","Terajoules","62036","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2010","Terajoules","58108","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2009","Terajoules","57618","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2008","Terajoules","55577","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2007","Terajoules","20000","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2006","Terajoules","53323","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2005","Terajoules","43823","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2004","Terajoules","24123","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2003","Terajoules","18134","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2002","Terajoules","17977","1"
"Equatorial Guinea","Natural gas (including LNG) - final consumption","2001","Terajoules","9383","1"
"Estonia","Natural gas (including LNG) - final consumption","2016","Terajoules","11743",""
"Estonia","Natural gas (including LNG) - final consumption","2015","Terajoules","10347",""
"Estonia","Natural gas (including LNG) - final consumption","2014","Terajoules","10413",""
"Estonia","Natural gas (including LNG) - final consumption","2013","Terajoules","14824",""
"Estonia","Natural gas (including LNG) - final consumption","2012","Terajoules","10640",""
"Estonia","Natural gas (including LNG) - final consumption","2011","Terajoules","9467",""
"Estonia","Natural gas (including LNG) - final consumption","2010","Terajoules","9633",""
"Estonia","Natural gas (including LNG) - final consumption","2009","Terajoules","9161",""
"Estonia","Natural gas (including LNG) - final consumption","2008","Terajoules","16234",""
"Estonia","Natural gas (including LNG) - final consumption","2007","Terajoules","17948",""
"Estonia","Natural gas (including LNG) - final consumption","2006","Terajoules","18163",""
"Estonia","Natural gas (including LNG) - final consumption","2005","Terajoules","17700",""
"Estonia","Natural gas (including LNG) - final consumption","2004","Terajoules","17341",""
"Estonia","Natural gas (including LNG) - final consumption","2003","Terajoules","15634",""
"Estonia","Natural gas (including LNG) - final consumption","2002","Terajoules","9721",""
"Estonia","Natural gas (including LNG) - final consumption","2001","Terajoules","14941",""
"Estonia","Natural gas (including LNG) - final consumption","2000","Terajoules","12869",""
"Estonia","Natural gas (including LNG) - final consumption","1999","Terajoules","12834",""
"Estonia","Natural gas (including LNG) - final consumption","1998","Terajoules","14856",""
"Estonia","Natural gas (including LNG) - final consumption","1997","Terajoules","14209",""
"Estonia","Natural gas (including LNG) - final consumption","1996","Terajoules","14247",""
"Estonia","Natural gas (including LNG) - final consumption","1995","Terajoules","13846",""
"Estonia","Natural gas (including LNG) - final consumption","1994","Terajoules","12452",""
"Estonia","Natural gas (including LNG) - final consumption","1993","Terajoules","9006",""
"Estonia","Natural gas (including LNG) - final consumption","1992","Terajoules","14054",""
"Finland","Natural gas (including LNG) - final consumption","2016","Terajoules","29149",""
"Finland","Natural gas (including LNG) - final consumption","2015","Terajoules","29562",""
"Finland","Natural gas (including LNG) - final consumption","2014","Terajoules","32273",""
"Finland","Natural gas (including LNG) - final consumption","2013","Terajoules","33750",""
"Finland","Natural gas (including LNG) - final consumption","2012","Terajoules","33814",""
"Finland","Natural gas (including LNG) - final consumption","2011","Terajoules","36076",""
"Finland","Natural gas (including LNG) - final consumption","2010","Terajoules","38370",""
"Finland","Natural gas (including LNG) - final consumption","2009","Terajoules","33692",""
"Finland","Natural gas (including LNG) - final consumption","2008","Terajoules","39383",""
"Finland","Natural gas (including LNG) - final consumption","2007","Terajoules","42797",""
"Finland","Natural gas (including LNG) - final consumption","2006","Terajoules","41634",""
"Finland","Natural gas (including LNG) - final consumption","2005","Terajoules","39633",""
"Finland","Natural gas (including LNG) - final consumption","2004","Terajoules","40758",""
"Finland","Natural gas (including LNG) - final consumption","2003","Terajoules","40164",""
"Finland","Natural gas (including LNG) - final consumption","2002","Terajoules","40813",""
"Finland","Natural gas (including LNG) - final consumption","2001","Terajoules","43647",""
"Finland","Natural gas (including LNG) - final consumption","2000","Terajoules","42720",""
"Finland","Natural gas (including LNG) - final consumption","1999","Terajoules","55240",""
"Finland","Natural gas (including LNG) - final consumption","1998","Terajoules","57659",""
"Finland","Natural gas (including LNG) - final consumption","1997","Terajoules","44773",""
"Finland","Natural gas (including LNG) - final consumption","1996","Terajoules","46906",""
"Finland","Natural gas (including LNG) - final consumption","1995","Terajoules","46871",""
"Finland","Natural gas (including LNG) - final consumption","1994","Terajoules","54504",""
"Finland","Natural gas (including LNG) - final consumption","1993","Terajoules","48400",""
"Finland","Natural gas (including LNG) - final consumption","1992","Terajoules","50288",""
"Finland","Natural gas (including LNG) - final consumption","1991","Terajoules","48432",""
"Finland","Natural gas (including LNG) - final consumption","1990","Terajoules","44703",""
"France","Natural gas (including LNG) - final consumption","2016","Terajoules","1404558",""
"France","Natural gas (including LNG) - final consumption","2015","Terajoules","1342099",""
"France","Natural gas (including LNG) - final consumption","2014","Terajoules","1296620",""
"France","Natural gas (including LNG) - final consumption","2013","Terajoules","1530448",""
"France","Natural gas (including LNG) - final consumption","2012","Terajoules","1465460",""
"France","Natural gas (including LNG) - final consumption","2011","Terajoules","1370318",""
"France","Natural gas (including LNG) - final consumption","2010","Terajoules","1535062",""
"France","Natural gas (including LNG) - final consumption","2009","Terajoules","1446014",""
"France","Natural gas (including LNG) - final consumption","2008","Terajoules","1537766",""
"France","Natural gas (including LNG) - final consumption","2007","Terajoules","1488823",""
"France","Natural gas (including LNG) - final consumption","2006","Terajoules","1553592",""
"France","Natural gas (including LNG) - final consumption","2005","Terajoules","1607523",""
"France","Natural gas (including LNG) - final consumption","2004","Terajoules","1603608",""
"France","Natural gas (including LNG) - final consumption","2003","Terajoules","1578935",""
"France","Natural gas (including LNG) - final consumption","2002","Terajoules","1505348",""
"France","Natural gas (including LNG) - final consumption","2001","Terajoules","1531646",""
"France","Natural gas (including LNG) - final consumption","2000","Terajoules","1495483",""
"France","Natural gas (including LNG) - final consumption","1999","Terajoules","1513901",""
"France","Natural gas (including LNG) - final consumption","1998","Terajoules","1458030",""
"France","Natural gas (including LNG) - final consumption","1997","Terajoules","1423312",""
"France","Natural gas (including LNG) - final consumption","1996","Terajoules","1438821",""
"France","Natural gas (including LNG) - final consumption","1995","Terajoules","1301702",""
"France","Natural gas (including LNG) - final consumption","1994","Terajoules","1277497",""
"France","Natural gas (including LNG) - final consumption","1993","Terajoules","1285306",""
"France","Natural gas (including LNG) - final consumption","1992","Terajoules","1278835",""
"France","Natural gas (including LNG) - final consumption","1991","Terajoules","1262663",""
"France","Natural gas (including LNG) - final consumption","1990","Terajoules","1113041",""
"Gabon","Natural gas (including LNG) - final consumption","2016","Terajoules","116",""
"Gabon","Natural gas (including LNG) - final consumption","2015","Terajoules","114",""
"Gabon","Natural gas (including LNG) - final consumption","2014","Terajoules","110",""
"Gabon","Natural gas (including LNG) - final consumption","2013","Terajoules","106",""
"Gabon","Natural gas (including LNG) - final consumption","2012","Terajoules","100",""
"Gabon","Natural gas (including LNG) - final consumption","2011","Terajoules","95",""
"Gabon","Natural gas (including LNG) - final consumption","2010","Terajoules","89",""
"Gabon","Natural gas (including LNG) - final consumption","2009","Terajoules","83",""
"Gabon","Natural gas (including LNG) - final consumption","2008","Terajoules","83",""
"Gabon","Natural gas (including LNG) - final consumption","2007","Terajoules","74",""
"Gabon","Natural gas (including LNG) - final consumption","2006","Terajoules","68",""
"Gabon","Natural gas (including LNG) - final consumption","2005","Terajoules","66",""
"Gabon","Natural gas (including LNG) - final consumption","2004","Terajoules","62",""
"Gabon","Natural gas (including LNG) - final consumption","2003","Terajoules","64",""
"Gabon","Natural gas (including LNG) - final consumption","2002","Terajoules","60",""
"Gabon","Natural gas (including LNG) - final consumption","2001","Terajoules","58",""
"Gabon","Natural gas (including LNG) - final consumption","2000","Terajoules","56",""
"Gabon","Natural gas (including LNG) - final consumption","1999","Terajoules","63",""
"Gabon","Natural gas (including LNG) - final consumption","1998","Terajoules","99",""
"Gabon","Natural gas (including LNG) - final consumption","1997","Terajoules","67",""
"Gabon","Natural gas (including LNG) - final consumption","1996","Terajoules","59",""
"Gabon","Natural gas (including LNG) - final consumption","1995","Terajoules","58",""
"Gabon","Natural gas (including LNG) - final consumption","1994","Terajoules","66",""
"Gabon","Natural gas (including LNG) - final consumption","1993","Terajoules","61",""
"Gabon","Natural gas (including LNG) - final consumption","1992","Terajoules","47",""
"Gabon","Natural gas (including LNG) - final consumption","1991","Terajoules","58",""
"Gabon","Natural gas (including LNG) - final consumption","1990","Terajoules","58",""
"Gambia","Natural gas (including LNG) - final consumption","2016","Terajoules","106","1"
"Gambia","Natural gas (including LNG) - final consumption","2015","Terajoules","105","1"
"Gambia","Natural gas (including LNG) - final consumption","2014","Terajoules","102","1"
"Gambia","Natural gas (including LNG) - final consumption","2013","Terajoules","102","1"
"Gambia","Natural gas (including LNG) - final consumption","2012","Terajoules","102","1"
"Gambia","Natural gas (including LNG) - final consumption","2011","Terajoules","102","1"
"Gambia","Natural gas (including LNG) - final consumption","2010","Terajoules","102","1"
"Gambia","Natural gas (including LNG) - final consumption","2009","Terajoules","102","1"
"Gambia","Natural gas (including LNG) - final consumption","2008","Terajoules","89.6","1"
"Gambia","Natural gas (including LNG) - final consumption","2007","Terajoules","89.6","1"
"Gambia","Natural gas (including LNG) - final consumption","2006","Terajoules","71.7","1"
"Gambia","Natural gas (including LNG) - final consumption","2005","Terajoules","67.2","1"
"Gambia","Natural gas (including LNG) - final consumption","2004","Terajoules","67.2","1"
"Gambia","Natural gas (including LNG) - final consumption","2003","Terajoules","62.7","1"
"Gambia","Natural gas (including LNG) - final consumption","2002","Terajoules","62.7","1"
"Georgia","Natural gas (including LNG) - final consumption","2016","Terajoules","62381.7",""
"Georgia","Natural gas (including LNG) - final consumption","2015","Terajoules","63477.2",""
"Georgia","Natural gas (including LNG) - final consumption","2014","Terajoules","59446.9",""
"Georgia","Natural gas (including LNG) - final consumption","2013","Terajoules","49249.7",""
"Georgia","Natural gas (including LNG) - final consumption","2012","Terajoules","47747",""
"Georgia","Natural gas (including LNG) - final consumption","2011","Terajoules","44466",""
"Georgia","Natural gas (including LNG) - final consumption","2010","Terajoules","28309",""
"Georgia","Natural gas (including LNG) - final consumption","2009","Terajoules","25183",""
"Georgia","Natural gas (including LNG) - final consumption","2008","Terajoules","28301",""
"Georgia","Natural gas (including LNG) - final consumption","2007","Terajoules","24617.9941",""
"Georgia","Natural gas (including LNG) - final consumption","2006","Terajoules","28343.9999",""
"Georgia","Natural gas (including LNG) - final consumption","2005","Terajoules","26491.0018",""
"Georgia","Natural gas (including LNG) - final consumption","2004","Terajoules","17275.997554",""
"Georgia","Natural gas (including LNG) - final consumption","2003","Terajoules","14746",""
"Georgia","Natural gas (including LNG) - final consumption","2002","Terajoules","12990",""
"Georgia","Natural gas (including LNG) - final consumption","2001","Terajoules","19341",""
"Georgia","Natural gas (including LNG) - final consumption","2000","Terajoules","21555",""
"Georgia","Natural gas (including LNG) - final consumption","1999","Terajoules","14235",""
"Georgia","Natural gas (including LNG) - final consumption","1998","Terajoules","12795",""
"Georgia","Natural gas (including LNG) - final consumption","1997","Terajoules","16378",""
"Georgia","Natural gas (including LNG) - final consumption","1996","Terajoules","20372",""
"Georgia","Natural gas (including LNG) - final consumption","1995","Terajoules","14258",""
"Georgia","Natural gas (including LNG) - final consumption","1994","Terajoules","42572",""
"Georgia","Natural gas (including LNG) - final consumption","1993","Terajoules","96542",""
"Georgia","Natural gas (including LNG) - final consumption","1992","Terajoules","112162",""
"German Dem. R. (former)","Natural gas (including LNG) - final consumption","1990","Terajoules","68517","1"
"Germany","Natural gas (including LNG) - final consumption","2016","Terajoules","2560407",""
"Germany","Natural gas (including LNG) - final consumption","2015","Terajoules","2403892",""
"Germany","Natural gas (including LNG) - final consumption","2014","Terajoules","2323978",""
"Germany","Natural gas (including LNG) - final consumption","2013","Terajoules","2570473",""
"Germany","Natural gas (including LNG) - final consumption","2012","Terajoules","2435628",""
"Germany","Natural gas (including LNG) - final consumption","2011","Terajoules","2349568",""
"Germany","Natural gas (including LNG) - final consumption","2010","Terajoules","2623025",""
"Germany","Natural gas (including LNG) - final consumption","2009","Terajoules","2365471",""
"Germany","Natural gas (including LNG) - final consumption","2008","Terajoules","2548019",""
"Germany","Natural gas (including LNG) - final consumption","2007","Terajoules","2492539",""
"Germany","Natural gas (including LNG) - final consumption","2006","Terajoules","2600617",""
"Germany","Natural gas (including LNG) - final consumption","2005","Terajoules","2562605",""
"Germany","Natural gas (including LNG) - final consumption","2004","Terajoules","2601380",""
"Germany","Natural gas (including LNG) - final consumption","2003","Terajoules","2575683",""
"Germany","Natural gas (including LNG) - final consumption","2002","Terajoules","2608119",""
"Germany","Natural gas (including LNG) - final consumption","2001","Terajoules","2608971",""
"Germany","Natural gas (including LNG) - final consumption","2000","Terajoules","2564691",""
"Germany","Natural gas (including LNG) - final consumption","1999","Terajoules","2526421",""
"Germany","Natural gas (including LNG) - final consumption","1998","Terajoules","2513142",""
"Germany","Natural gas (including LNG) - final consumption","1997","Terajoules","2508605",""
"Germany","Natural gas (including LNG) - final consumption","1996","Terajoules","2607780",""
"Germany","Natural gas (including LNG) - final consumption","1995","Terajoules","2325971",""
"Germany","Natural gas (including LNG) - final consumption","1994","Terajoules","2152778",""
"Germany","Natural gas (including LNG) - final consumption","1993","Terajoules","2097082",""
"Germany","Natural gas (including LNG) - final consumption","1992","Terajoules","1987028",""
"Germany","Natural gas (including LNG) - final consumption","1991","Terajoules","1944074",""
"Germany, Fed. R. (former)","Natural gas (including LNG) - final consumption","1990","Terajoules","1853212",""
"Ghana","Natural gas (including LNG) - final consumption","2017","Terajoules","1206.4",""
"Ghana","Natural gas (including LNG) - final consumption","2016","Terajoules","202.5",""
"Greece","Natural gas (including LNG) - final consumption","2016","Terajoules","55539",""
"Greece","Natural gas (including LNG) - final consumption","2015","Terajoules","61250",""
"Greece","Natural gas (including LNG) - final consumption","2014","Terajoules","55021",""
"Greece","Natural gas (including LNG) - final consumption","2013","Terajoules","57175",""
"Greece","Natural gas (including LNG) - final consumption","2012","Terajoules","62133",""
"Greece","Natural gas (including LNG) - final consumption","2011","Terajoules","68311",""
"Greece","Natural gas (including LNG) - final consumption","2010","Terajoules","52821",""
"Greece","Natural gas (including LNG) - final consumption","2009","Terajoules","49844",""
"Greece","Natural gas (including LNG) - final consumption","2008","Terajoules","46545",""
"Greece","Natural gas (including LNG) - final consumption","2007","Terajoules","39305",""
"Greece","Natural gas (including LNG) - final consumption","2006","Terajoules","38038",""
"Greece","Natural gas (including LNG) - final consumption","2005","Terajoules","33229",""
"Greece","Natural gas (including LNG) - final consumption","2004","Terajoules","27615",""
"Greece","Natural gas (including LNG) - final consumption","2003","Terajoules","23755",""
"Greece","Natural gas (including LNG) - final consumption","2002","Terajoules","19545",""
"Greece","Natural gas (including LNG) - final consumption","2001","Terajoules","17561",""
"Greece","Natural gas (including LNG) - final consumption","2000","Terajoules","17603",""
"Greece","Natural gas (including LNG) - final consumption","1999","Terajoules","16319",""
"Greece","Natural gas (including LNG) - final consumption","1998","Terajoules","15981",""
"Greece","Natural gas (including LNG) - final consumption","1997","Terajoules","3412",""
"Greece","Natural gas (including LNG) - final consumption","1996","Terajoules","328",""
"Greece","Natural gas (including LNG) - final consumption","1995","Terajoules","176",""
"Greece","Natural gas (including LNG) - final consumption","1994","Terajoules","262",""
"Greece","Natural gas (including LNG) - final consumption","1993","Terajoules","2633",""
